66b4ee2f85233674a190b038,0,2024-08-08T16:11:27.197Z,Rent,2024-08-08T16:11:27.197Z
66b4ee2f85233674a190b039,0,2024-08-08T16:11:27.198Z,Salary,2024-08-08T16:11:27.198Z
66b4ee2f85233674a190b03a,0,2024-08-08T16:11:27.198Z,Utilities,2024-08-08T16:11:27.198Z
66b4ee2f85233674a190b03b,0,2024-08-08T16:11:27.198Z,Freelance,2024-08-08T16:11:27.198Z
66b4ee2f85233674a190b03c,0,2024-08-08T16:11:27.198Z,Groceries,2024-08-08T16:11:27.198Z
66b4ee2f85233674a190b03d,0,2024-08-08T16:11:27.198Z,Transportation,2024-08-08T16:11:27.198Z
66b4ee2f85233674a190b03e,0,2024-08-08T16:11:27.198Z,Entertainment,2024-08-08T16:11:27.198Z
66b4ee2f85233674a190b03f,0,2024-08-08T16:11:27.198Z,Healthcare,2024-08-08T16:11:27.198Z
66b4ee2f85233674a190b040,0,2024-08-08T16:11:27.198Z,Shopping,2024-08-08T16:11:27.198Z
66b4ee2f85233674a190b041,0,2024-08-08T16:11:27.198Z,Investments,2024-08-08T16:11:27.198Z
66b4ee2f85233674a190b042,0,2024-08-08T16:11:27.199Z,Education,2024-08-08T16:11:27.199Z
66b4ee2f85233674a190b043,0,2024-08-08T16:11:27.199Z,Insurance,2024-08-08T16:11:27.199Z
66b4ee2f85233674a190b044,0,2024-08-08T16:11:27.199Z,Donations,2024-08-08T16:11:27.199Z
66b4ee2f85233674a190b045,0,2024-08-08T16:11:27.199Z,Savings,2024-08-08T16:11:27.199Z
66b4ee2f85233674a190b046,0,2024-08-08T16:11:27.199Z,Dining,2024-08-08T16:11:27.199Z
66b4ee2f85233674a190b047,0,2024-08-08T16:11:27.199Z,Travel,2024-08-08T16:11:27.199Z
66b4ee2f85233674a190b048,0,2024-08-08T16:11:27.199Z,Internet,2024-08-08T16:11:27.199Z
66b4ee2f85233674a190b049,0,2024-08-08T16:11:27.199Z,Phone,2024-08-08T16:11:27.199Z
66b4ee2f85233674a190b04a,0,2024-08-08T16:11:27.199Z,Clothing,2024-08-08T16:11:27.199Z
66b4ee2f85233674a190b04b,0,2024-08-08T16:11:27.200Z,Other,2024-08-08T16:11:27.200Z
